"ID";"Photo";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"1628";"http://autoradio-fr.com/img/p/7/3/0/7/7307.jpg";"Autoradio GPS Android 9.0 Ford Connect (2007-2009)";"GPS-623";"Autoradio Ford android";"385.000000";"335";"2700";"1";
"1440";"http://autoradio-fr.com/img/p/5/4/4/4/5444.jpg";"Autoradio GPS Android 8.0 Toyota Land Cruiser (2012-2015)";"GPS-796";"GPS Toyota android";"411.000000";"361";"2700";"1";
"3220";"http://autoradio-fr.com/img/p/8/6/5/5/8655.jpg";"Autoradio Android 9.0 Opel insigina (2009-2012) ";"GPS-3677";"GPS Opel Insignia android";"489.000000";"439";"15000";"1";
"165";"http://autoradio-fr.com/img/p/2/1/0/210.jpg";"Autoradio Android 6.0 Toyota Prado 2014";"GPS-86-00164";"GPS Toyota android";"445.000000";"395";"2700";"0";
"916";"http://autoradio-fr.com/img/p/1/6/7/7/1677.jpg";"Caméra de recul CCD Honda Accord 2011";"CAM-86-178";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"682";"http://autoradio-fr.com/img/p/7/2/8/728.jpg";"Autoradio GPS Android 9.0 Opel Tigra TwinTop (2004-2017)";"GPS-716";"Autoradio Opel android";"401.000000";"351";"2700";"1";
"1384";"http://autoradio-fr.com/img/p/6/6/1/0/6610.jpg";"Autoradio GPS Android 9.0 Jeep Wrangler 2010";"GPS-665";"Autoradio android Jeep";"415.000000";"365";"892";"1";
"3164";"http://autoradio-fr.com/img/p/8/3/7/0/8370.jpg";"Autoradio GPS Range Rover (2003-2004)";"GPS-3621";"Autoradio android Range Rover";"479.000000";"429";"15000";"1";
"1209";"http://autoradio-fr.com/img/p/1/9/9/5/1995.jpg";"Caméra de recul CCD Toyota Prado (2010-2012)";"CAM-86-471";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1935";"http://autoradio-fr.com/img/p/7/2/1/7/7217.jpg";"Autoradio GPS Android 10.0 Focus (2005-2011)";"GPS-1070";"Autoradio Ford Focus android";"399.000000";"349";"2700";"1";
"453";"http://autoradio-fr.com/img/p/4/9/9/499.jpg";"Autoradio GPS Android 8.0 Fiat 500";"GPS-88";"Autoradio Fiat android";"515.000000";"465";"895";"1";
"1693";"http://autoradio-fr.com/img/p/5/7/9/0/5790.jpg";"Autoradio GPS Android 9.0 Toyota Hilux (2001-2011)";"GPS-596";"GPS Toyota android";"361.000000";"311";"895";"1";
"1153";"http://autoradio-fr.com/img/p/1/9/3/3/1933.jpg";"Caméra de recul CCD Renault Duster";"CAM-86-415";"Caméra de recul Renault";"69.900000";"69.9";"10000";"1";
"1879";"http://autoradio-fr.com/img/p/7/1/6/1/7161.jpg";"Autoradio Android 10.0 GPS Superb (2010-2014)";"GPS-1014";"Autoradio android Superb";"389.000000";"339";"2700";"1";
"230";"http://autoradio-fr.com/img/p/2/7/7/277.jpg";"Autoradio Android 6.0 Jeep Commander";"GPS-428";"Autoradio android Jeep";"505.000000";"455";"2700";"1";
"980";"http://autoradio-fr.com/img/p/1/7/4/6/1746.jpg";"Caméra de recul CCD Jeep Patriot (2011-2012)";"CAM-86-242";"Caméra de recul Jeep";"69.900000";"69.9";"10000";"1";
"397";"http://autoradio-fr.com/img/p/8/0/4/804.jpg";"Autoradio GPS Android 8.0 Opel Astra (2010-2013)";"GPS-86-00729";"Autoradio Opel android";"470.000000";"420";"2700";"0";
"1636";"http://autoradio-fr.com/img/p/7/3/1/9/7319.jpg";"Autoradio GPS Android 9.0 Ford Transit (2005-2017)";"GPS-608";"Autoradio Ford android";"385.000000";"335";"892";"1";
"1448";"http://autoradio-fr.com/img/p/7/5/5/5/7555.jpg";"Autoradio GPS Android 9.0 Renault Mégane 3 (2009-2016)";"GPS-808";"Autoradio Renault android";"490.000000";"440";"2693";"1";
"3228";"http://autoradio-fr.com/img/p/8/5/8/5/8585.jpg";"Autoradio Android 9.0 Peugeot 308 (2007-2010) ";"GPS-3685";"Autoradio 308 android";"449.000000";"399";"15000";"1";
"173";"http://autoradio-fr.com/img/p/6/8/0/5/6805.jpg";"Autoradio Android 6.0 Toyota RAV4 (2014-2016)";"GPS-237";"GPS Toyota android";"415.000000";"365";"898";"1";
"924";"http://autoradio-fr.com/img/p/1/6/8/5/1685.jpg";"Caméra de recul CCD Honda CR-V 2012";"CAM-86-186";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"690";"http://autoradio-fr.com/img/p/7/3/6/736.jpg";"Autoradio GPS Android 8.1 Nissan Nouveau Teana 2013";"GPS-700";"GPS Nissan android";"365.000000";"315";"2700";"1";
"1392";"http://autoradio-fr.com/img/p/5/3/9/6/5396.jpg";"Autoradio GPS Android 9.0 Toyota Land Cruiser 100 series (1998-2007)";"GPS-662";"GPS Toyota android";"365.000000";"315";"897";"1";
"3172";"http://autoradio-fr.com/img/p/8/6/5/9/8659.jpg";"Autoradio Android 7.1 Lexus RX350 (2009-2014)";"GPS-3629";"Autoradio android Lexus RX350";"609.000000";"559";"15000";"1";
"1217";"http://autoradio-fr.com/img/p/2/0/0/3/2003.jpg";"Caméra de recul CCD Toyota 4runner";"CAM-86-479";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1943";"http://autoradio-fr.com/img/p/7/2/2/5/7225.jpg";"Autoradio GPS Android 10.0 Forester (2013-2015)";"GPS-1078";"Autoradio android Forester";"399.000000";"349";"2700";"1";
"634";"http://autoradio-fr.com/img/p/6/8/0/680.jpg";"Autoradio GPS Android 9.0 Mercedes CLC Classe W203 (2008-2010)";"GPS-167";"Autoradio Mercedes android";"421.000000";"371";"890";"1";
"461";"http://autoradio-fr.com/img/p/5/0/7/507.jpg";"Autoradio GPS Android 8.0 Skoda Yeti 2016";"GPS-58";"Autoradio android Skoda";"455.000000";"405";"2700";"1";
"1701";"http://autoradio-fr.com/img/p/5/7/8/2/5782.jpg";"Autoradio GPS Android 9.0 Fiat Linea (2007-2011)";"GPS-592";"Autoradio Fiat android";"391.000000";"341";"900";"1";
"1161";"http://autoradio-fr.com/img/p/1/9/4/3/1943.jpg";"Caméra de recul CCD Skoda Fabia (2008-2012)";"CAM-86-423";"Caméra de recul Skoda";"69.900000";"69.9";"10000";"1";
"1887";"http://autoradio-fr.com/img/p/7/1/6/9/7169.jpg";"Autoradio Android 10.0 Corrolla Version Asiatique (2017)";"GPS-1022";"Autoradio android Corolla";"389.000000";"339";"2700";"1";
"238";"http://autoradio-fr.com/img/p/2/8/5/285.jpg";"Autoradio Android 6.0 Ssanyong Kyron (2006-2011)";"GPS-435";"Autoradio android Ssangyong";"411.000000";"361";"894";"1";
"988";"http://autoradio-fr.com/img/p/1/7/5/4/1754.jpg";"Caméra de recul CCD Kia K5 2011";"CAM-86-250";"Caméra de recul Kia";"69.900000";"69.9";"10000";"1";
